
100 2.55707e-08
600 3.70539e-08
1100 4.16779e-08
1600 4.03904e-08
2100 4.56663e-08
2600 4.70444e-08
3100 4.73795e-08
3600 4.44284e-08
4100 5.51731e-08
4600 5.02781e-08
5100 5.0442e-08
5600 5.33382e-08
6100 5.05081e-08
6600 5.69151e-08
7100 5.14739e-08
7600 5.52915e-08
8100 5.05416e-08
8600 5.47236e-08
9100 5.5143e-08
9600 5.51241e-08
10100 5.60892e-08
10600 5.63822e-08
11100 5.65165e-08
11600 5.5787e-08
12100 5.67174e-08
12600 5.27993e-08
13100 5.31857e-08
13600 5.34701e-08
14100 5.45862e-08
14600 5.50141e-08
15100 5.58753e-08
15600 5.46727e-08
16100 5.67988e-08
16600 6.07859e-08
17100 6.05352e-08
17600 5.96425e-08
18100 6.04764e-08
18600 5.91308e-08
19100 6.00975e-08
19600 6.06687e-08
20100 5.90036e-08
20600 6.13992e-08
21100 5.99243e-08
21600 5.96626e-08
22100 5.97571e-08
22600 5.69331e-08
23100 6.06785e-08
23600 5.99193e-08
24100 5.81362e-08
24600 5.72206e-08
25100 6.01421e-08
25600 5.97452e-08
26100 5.97905e-08
26600 5.95486e-08
27100 5.97169e-08
27600 6.03442e-08
28100 5.96844e-08
28600 5.9801e-08
29100 5.97557e-08
29600 5.97923e-08
