
10 2.7e-05
20 0.000111
30 0.000269
40 0.000682
50 0.001213
60 0.000647
70 0.00097
80 0.001587
90 0.002092
100 0.00306
110 0.004036
120 0.005077
130 0.005562
140 0.007247
150 0.008275
160 0.009893
170 0.012481
180 0.016285
190 0.01852
200 0.021472
210 0.025827
220 0.033561
230 0.035298
240 0.037807
250 0.046294
260 0.046588
270 0.050275
280 0.060846
290 0.071351
300 0.068647
310 0.085793
320 0.091634
330 0.090594
340 0.106753
350 0.109082
360 0.119259
370 0.127965
380 0.13798
390 0.163194
400 0.170325
410 0.190593
420 0.194925
430 0.228073
440 0.217802
450 0.238686
460 0.276226
470 0.265257
480 0.318047
490 0.307639
500 0.320986
